联系方式,#genre#
杭州萧山综合,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZhUlZmcHJ2aS9VNzRwS3hXUThNY24zeUJiRGt0azZVc053QjlKZVdVTFhjT3BXQkJ5RFpEZ1dCYkRrKzNPV0lJNmlPbTNBejhSNkxBekFXMkd2VC9uOU95ZEVsRjZ5cHhxY0NiWkRmU2dTNzl2YkV3eUxaMEU=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
求索记录,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/bHJISHhtajJnUmZLaVI4Q0hWSkQ4VnNlZ29TYi9DbVo5NGlpL1NJK3NzSzJ0K09uOVUrZ0lvQXNEUEQ1U2RHY29FdTAwR3EvY1B3PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
求索记录,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/Yml5c1FSeHZLN25Oczk4aFJ4aTE2b2x0TDNkUmI0MnVQQjRQR2pDYmhCOEQrK1NkUjlZVk8xYld1cHBNdDBjOTNNU2lRQ3JMa2hRPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江卫视,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/VG12NFNITXlpWitPNzNsamhlMEVwaUVKVFFmL0JjR29wTTV5a3gxRm9vM0p6cWNLU2hlQ3FUS2RMNXVCRDBFSkoybEZBSm00Y3FJOC9JNjFSQnRGdVE9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江卫视,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TENuMHlKbWU3Znlaay9QRnJydXZoV2d2VFArZzMrOHJYVkNwL2E1Vm1IbkI0b0NFMnZzNjV6cE82TzkvYm9CS2JsTUU1L0ZWVElZPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江卫视,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/VG12NFNITXlpWitPNzNsamhlMEVwaUVKVFFmL0JjR29wTTV5a3gxRm9vM0p6cWNLU2hlQ3FUS2RMNXVCRDBFSnJ4U3lXS1czZTM1R0hkWFpwQ3ZpQXc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江卫视,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/dDQzNWh4UWkrK3ZjQXR3eXVjUzZBeWphdFBVNU9vZlpHVFZHclNrM0hqL3lYZTFYNjRCMHl6R1RVcmJmRUlQZFNxeStaSDVIdStaM3A0T0NvS1hqc1hSZExqdjVLdzRP/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江卫视,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MXRlWWdKaTE5QnovZjVtWExmNWNON05MSEtKVS9OeDN1TWEzTEhEOHBQYXpscEtaRzdTem5PdUt3Qi9lUGs0Tm1ybTFkWnRiWjlPQnhyUlNhOFdtUFNVTkpCVHhjVlFqRHE0U3J5ZGVoMFk9/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江卫视,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEVFWnVpT0kxeGNoemlNK0RHNmk2b3Y5QkFWVEs4Y3czcDd2VThMWEhnbWVyU0pOYUM1bGNxNXpnb3JDSm9jQXpadVVPL1hmNXRyZVE9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江卫视,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MlpEUkJnUHUxeUtjWS9tUWhMcCtITGl2VS9CYTdURTVBWHF2djYyWkFrVXBMWmdQZ0ZvTjk0Tk8zaXdyb3I3RXpEMnp2eXo4OFBZPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江卫视,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/dDQzNWh4UWkrK3RaUSt6Y2p4OUYyWkd1L2x1elFPVmxscnM4SjhSODdsMmVEZjRtWS9memN3Mlp6OW55TE0vWnc4YzJsNStCa2JiaXFLRFpYdUZ6eFFvVS9EL3VZRmQx/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江卫视,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MlpEUkJnUHUxeUxrZXNiRDlNVCs5V2lRSURnaW5peXd5MDRpSWh0aVdTV08vbDk1UTdaQmRaaVcyZ0FKb3h2OA==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江卫视,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/NWcrMVpGMFF4czRUdk04akYrTXRYa25xbGRrYTJiQ0x6TTF1V3hmNlZTK3FiV3VUdGxCQVFRRXU1WlkzK0JxWkczNzUwekZtMitFVnV0WUVmdVczdnNNU09rNFNGV1Vn/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江国际,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/VG12NFNITXlpWitPNzNsamhlMEVwaUVKVFFmL0JjR29wTTV5a3gxRm9vM0p6cWNLU2hlQ3FUS2RMNXVCRDBFSlhwT0VOVWRJMWU5WWRhc2IrRFdFYUE9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江国际,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEVFWnVpT0kxeGNoemlNK0RHNmk2b3Y5QkFWVEs4Y3czcDd2VThMWEhnbWVyU0pOYUM1bGNxNVJhUDFITTU2NEJ3RzNhNS93bEV5bEE9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江国际,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZhUlZmcHJ2aS9VMDZQM0dhSWlpZ3grdHJWdFA2cmpvSm02cFExVitTcm5YYis0RVNEeXlKN1d5UWQwNGE4cld3YjhFWGhIT0Q4SVJ0YlRwbzZBU09ZVGV5SmRjcGx1WlAzell6NU8rNzFadlljOHJNY2poSUw=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江少儿,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MXRlWWdKaTE5QnpMcGZjZVM1cWhYdmdKSnpZU05rSzJMUUVYaUhWZXAxZzJ4ckp4RjFOVS9mSHBEaTI4VGFtR3VtQkJhRUJicFRBPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江少儿,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEVFWnVpT0kxeGNoemlNK0RHNmk2b3Y5QkFWVEs4Y3czcDd2VThMWEhnbWVyU0pOYUM1bGNxNWNneE45dk9QQ1M0eDRmR3VLQUI0UHc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江少儿,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TENuMHlKbWU3Znpta1NTM0ZqVktsOUNuc1BrcWtCOWdGZzIra1V1S2ZkZEdjTTZtTFdkTno1cUlodzZVVGM4MGxaSXJMRyt1SUZnPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江少儿,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/VjVmVTZRTEZuK3NhL0xtaFpwVkRDbC9SWTZVWDJRaGRCVmNvSlNQRnFSWCtNME0rbUNrUFMwSklZUk5oQk41RmVLL0FrVEZwZFpJUHAzRm93Rll3eTFXSFFrak9ISlN2/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江少儿,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZhUlZmcHJ2aS9VNVh1S1BnL0RxQkkwa2FLbk1Bdko5Vk5sb3lOZ1JnMFFPTXlOY2IrbWQvNWNHeXZsWFc2SnJveGx5VGwrZEJCVytsSXJGNDV2dEZGT0t0VXZTQzYzYmxHWE9oTGhrenpYNDBIV2VMZDdLZWo=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江教科,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEVFWnVpT0kxeGNoemlNK0RHNmk2b3Y5QkFWVEs4Y3czcDd2VThMWEhnbWVyU0pOYUM1bGNxNWxuQWM2ZlZoTUd2MlBKVlY3MlBIZWc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江教科影视,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/VjVmVTZRTEZuK3NhL0xtaFpwVkRDbC9SWTZVWDJRaGRCVmNvSlNQRnFSWCtNME0rbUNrUFMyMEpjTXowTmFWVTkyRTZyc21NYkRHMTlmeHdzVEFPTUtSU3g3VVlHL0NQ/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江教科影院,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/VG12NFNITXlpWitPNzNsamhlMEVwaUVKVFFmL0JjR29wTTV5a3gxRm9vM0p6cWNLU2hlQ3FUS2RMNXVCRDBFSlprOU9JalcxTDdCNjBYZEh2M2hDOGc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江教育,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MXRlWWdKaTE5QnpMcGZjZVM1cWhYdmdKSnpZU05rSzJMUUVYaUhWZXAxZzJ4ckp4RjFOVS9ZVFB0UTJlTnNrZHVqSUJkZ2lIaFNBPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江新闻,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MXRlWWdKaTE5QnpMcGZjZVM1cWhYdmdKSnpZU05rSzJMUUVYaUhWZXAxZzJ4ckp4RjFOVS9aSlZzNXl3cHAyS1BoNW1aTlFZK0hBPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江新闻,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/VG12NFNITXlpWitPNzNsamhlMEVwaUVKVFFmL0JjR29wTTV5a3gxRm9vM0p6cWNLU2hlQ3FUS2RMNXVCRDBFSlVvaVYwUEdhMEMyZVN4Uy9kOFVPWGc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江新闻,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEVFWnVpT0kxeGNoemlNK0RHNmk2b3Y5QkFWVEs4Y3czcDd2VThMWEhnbWVyU0pOYUM1bGNxNXBzcXlSU29tckVMNDRHRXlNYWtET0E9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江新闻,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/VjVmVTZRTEZuK3NhL0xtaFpwVkRDbC9SWTZVWDJRaGRCVmNvSlNQRnFSWCtNME0rbUNrUFN4T0xrcUR1dHIxUnR1ODd4Z3BobGI3ZDlYZGo5a3NZTDJKSDJna0VjVEtw/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江民生休闲,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/VG12NFNITXlpWitPNzNsamhlMEVwaUVKVFFmL0JjR29wTTV5a3gxRm9vM0p6cWNLU2hlQ3FUS2RMNXVCRDBFSjZyNFdLdy96eEFUcGp5YkdBVXJXbXc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江民生休闲,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MXRlWWdKaTE5QnpMcGZjZVM1cWhYdmdKSnpZU05rSzJMUUVYaUhWZXAxZzJ4ckp4RjFOVS9RTXByaXVaV3JKSFc5QlJsUVkwZ2k0PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江民生休闲,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEVFWnVpT0kxeGNoemlNK0RHNmk2b3Y5QkFWVEs4Y3czcDd2VThMWEhnbWVyU0pOYUM1bGNxNUNZZEx3bjhESm1mUHUzZFJ4ckNCbEE9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江民生休闲,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/VjVmVTZRTEZuK3NhL0xtaFpwVkRDbC9SWTZVWDJRaGRCVmNvSlNQRnFSWCtNME0rbUNrUFM4dVBTclJyd2h4TkhxTEU5d2xrVTNWeGpNSE9xRFhoVmZFeEtkYTQvd20r/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江民生休闲,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZhUlZmcHJ2aS9VOENBYlNtQytKZ2JIQ2N0bmYrbE0rOWxXRGVoU3dzWE9PRlljcGJQenJBY25iWVRoajBYT0Y4WEJZQ1RLc09uOURrTWJuU1oweGdrb29PREE3cU5FVlBOTW1HRytaeTRaRE4vR0RkQzhua0w=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江经济,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/MXRlWWdKaTE5QnpMcGZjZVM1cWhYdmdKSnpZU05rSzJMUUVYaUhWZXAxZzJ4ckp4RjFOVS9Yc1RZelk1YTROYUpyMzVuVkhnSGw0PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江经济,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEVFWnVpT0kxeGNoemlNK0RHNmk2b3Y5QkFWVEs4Y3czcDd2VThMWEhnbWVyU0pOYUM1bGNxNVlOSWxTTWptRFRvSDN2R3hYSHlYdEE9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江经济,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/VjVmVTZRTEZuK3NhL0xtaFpwVkRDbC9SWTZVWDJRaGRCVmNvSlNQRnFSWCtNME0rbUNrUFM2NldWYUJ4T0JsSVpaWWZCY0J2NmErM2kzVEx5Rk5RbVdvc3QxbEhUTTlJ/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江经济,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/VG12NFNITXlpWitPNzNsamhlMEVwaUVKVFFmL0JjR29wTTV5a3gxRm9vM0p6cWNLU2hlQ3FUS2RMNXVCRDBFSlZRdlJKSjhGRENDNDNOY1VzbUFZMFE9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江经济,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZhUlZmcHJ2aS9VMFZGV1lObXVQbk83d3lvZG4yeFdZSDhyS214Vk5SVEF5SEM4cld3M0JySU13YmladThBd0RDMk1UUnN4VFVqdTFEdDkvWVBzcHNmSHAxQUJPMU15M2YyRFB6QUNwRDNKZ2l2OE9lVy9iV1U=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江舟山东极岛,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEhhNFM3ZUNqcXhiQWtybUpaaDF2ZFdCTGZ0cTVoQVhpSEdHYjFmVDltUGthbmxtOGRNdnpzWmlDMTUwZHozeWowPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江钱江,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/VjVmVTZRTEZuK3NhL0xtaFpwVkRDbC9SWTZVWDJRaGRCVmNvSlNQRnFSWCtNME0rbUNrUFN3cEFjN01NOTRBaUd6VmNPMm5qY0x0cWNOV0ZrdlhuOE9DS2tudUFhTVU2/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
浙江钱江,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/VG12NFNITXlpWitPNzNsamhlMEVwaUVKVFFmL0JjR29wTTV5a3gxRm9vM0p6cWNLU2hlQ3FUS2RMNXVCRDBFSndudVdTRFZqVWNSdnJ6WFFhREdPWlE9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
绍兴公共,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/YXpscVVTQW9JbXpGNTRTSjcrL0RTZjF0QXpwY3dqLzU4aE9wZll6cXdsemJjUms5WFR5Y01TR0NyWThMTXZTQWVUeEF3QmppVVhnSXg1VzBkSkdyMkE9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
绍兴公共,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/YXpscVVTQW9JbXpGNTRTSjcrL0RTZjF0QXpwY3dqLzU4aE9wZll6cXdsemJjUms5WFR5Y01TR0NyWThMTXZTQWVUeEF3QmppVVhqdzhiMnpJQ1M4Snc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
绍兴公共,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZhUlZmcHJ2aS9VenlBZ0xSK0FZL3dhUDdhZ0hCdXF0MXVxMEpMQ3ZKSldZRGM4RkhXUC8xS2M4bnRsUVVmaG5ud3o1V3NnT01QUVZ1WHJRVDVMa1FlZkxsZlY2WUd4UEQrM1NnS2NZUUJTZndyMFd1TGZtU0s=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
绍兴公共,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZhUlZmcHJ2aS9VOGtwdU55S0JERVN3Y0RxaHpLRTBhR3V6NzZaTDNHb2E1N3BpYkNwdU9VRnhqMXp1TVN0TklodVFNdmpLLzZhZHJSS2tJWFJTbUhhbGlJeG4wVFF0dG94QWNrU0NGa0lDVW80czV3cThWSGo=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
绍兴公共,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZhUlZmcHJ2aS9VNkhCdHVMVnNuQ3NCOHBwby9TMFJER1R6dktGNzEwc1dYUWRPTlJ0cVFuWHFVaEtoek0wZGplQXorYWJyaCt0Y2MzbGxITkIzYmU4UHNEeDFXTG44VUFyWS9JbmMySEVjSjViTHNYUDhwRlE=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
绍兴文化影视,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/YXpscVVTQW9JbXpGNTRTSjcrL0RTZjF0QXpwY3dqLzU4aE9wZll6cXdsemJjUms5WFR5Y01ib2hGN0R5VXNvZUZVN3E4cUs3cXBGQm9WNVJabmh2dXc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
绍兴文化影视,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/YXpscVVTQW9JbXpGNTRTSjcrL0RTZjF0QXpwY3dqLzU4aE9wZll6cXdsemJjUms5WFR5Y01ib2hGN0R5VXNvZUZVN3E4cUs3cXBHV3VpbDhwS05VdUE9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
绍兴文化影视,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZhUlZmcHJ2aS9VMGtPQ2h1NnloVXJpcHpQMmpDOUM2eURqQ09wREV0VkxycGE0SWpaczh4bGpwVjBkaTJ4SlpQdTl6RUlzRjNjbVlPQlFRclNuTlJzTmtjSVdwb2dGdmxmQkZydXJaQXBiSEFFQUQ1WHVTZk8=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
绍兴新闻,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/YXpscVVTQW9JbXpGNTRTSjcrL0RTZjF0QXpwY3dqLzU4aE9wZll6cXdsemJjUms5WFR5Y01aeTYwWG05Q1I2SXF4d1pIRWJ3WWZzZUszckZJbkNvZVE9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
绍兴新闻,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/dDQzNWh4UWkrK3Q1eDNrUHkvNFRzekVvSnlMbVZVd0gvQnVrd0VhcEUwNmN0eHdIN1lpREdTNDAzTDhFQzloSnVIRTYzZk9lMTZNPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
绍兴新闻,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/YXpscVVTQW9JbXpGNTRTSjcrL0RTZjF0QXpwY3dqLzU4aE9wZll6cXdsemJjUms5WFR5Y01aeTYwWG05Q1I2SXF4d1pIRWJ3WWZ2UndVYUNZYkpMMEE9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
绍兴新闻,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZhUlZmcHJ2aS9VOXdXeit3SDRJaVg3ei9xWlBPSDlxeWRKWlpka2dyRzRmdWJFdERvdDU1QlR6QXlJQTBWemt3OUJ4WVhxa3diK1Q0MW9FdkhpQjZpZklpUlQvUVl2OW16alpsOXFERWR6Z2RaT2RXYjhGV3U=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
舟山公共生活,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/YXpscVVTQW9JbXpFMHNQcFRBT2hwdExSSVRLcUliTzlORlNOTkZyNFVJWXBHQUZzdUNRb0lkUWYwb25ML2Q4K3VFVm14MFVvSUdrPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
舟山新闻综合,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/YXpscVVTQW9JbXpFMHNQcFRBT2hwdExSSVRLcUliTzlEWjhzcVBxUC84Smk0VU9YOWdyMHFtVnI0bkJKT2VQZw==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
舟山新闻综合,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/YXpscVVTQW9JbXpFMHNQcFRBT2hwdExSSVRLcUliTzlEWjhzcVBxUC84Smk0VU9YOWdyMHFwaUR1cDFYYVJEWjByUXZ4MHhXR09rPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
舟山新闻综合,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZhUlZmcHJ2aS9VeVFzdDVTRGpBZ0pFZTRvMUN1dEN6ZGxrWFVZRFEwTTN0WitjekFJeElqNUtxOVE2ckVoYUtTY1FaQzQreU5ScW9OWjJvcHpZc1VZUXpUMUFRZTRRUFZlRTN4aE1sMnFoL05QOTl1YTNvSXA=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
衢州衢江综合,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZhUlZmcHJ2aS9VemhIYlBCa3ZoWXZpTUNOL0hEZmlNZ2o4dXBLZXJLT2h4cSt3VHB5SENoSUtvK2hMOC9jTWNDbEhnRzZMOTdtc1RHOFZLTEg1ZVZmc1A2QStlRWRyem5FMFM4Ym5oQ0VwSnJqODFBZWRvREM=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
金华兰溪综合,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZhUlZmcHJ2aS9VMnBGN3lFa29ySmI1MGRVbXZWOWd4cE9RZ25oNWhXZzNzcFcrZHFZYWlaamdMaXU0TXoweU90cGZpNXB0TXZ3R3kvcG9WWHQvRTRpZkJoNE03YXJUVzV6Q2JqTTRDNmJpQVlVSVNZZ1dKckU=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
钱江频道,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/VG12NFNITXlpWitPNzNsamhlMEVwaUVKVFFmL0JjR29wTTV5a3gxRm9vM0p6cWNLU2hlQ3FUS2RMNXVCRDBFSllKeHR0NlkwNlZXNUc1L2JORVhGU0E9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
蒙古台IPV4,#genre#
乌兰察布新闻综合,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEdKTkttN2crbGR6M3ZMWWplaHJ4dUVjU1VsdTF3dUJaR3dWeFBqeERDUVFWM0I4dk80YWhHRg==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
乌兰察布经济生活,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEdKTkttN2crbGR6M3ZMWWplaHJ4dUV3MHUxQjhaMDhSbDhTK0ZCc2ExSzRad1J6Ulk5dHU3NQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
乌海新闻综合,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/YXpscVVTQW9JbXlsM1c4ekczdXhtZUdQaGZaTlZsbmcwTmJPTXM4MHZud1IyUGhGenJPLzdqZ0hiemJlNk9JVg==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
乌海都市生活,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/YXpscVVTQW9JbXlsM1c4ekczdXhtZUdQaGZaTlZsbmdiN21iS2JTUnoyRnJsRUJpNzVWakRSTWlOZVdDV0F0aA==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
元宝山综合,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/YXpscVVTQW9JbXgyeDBrVmtwTVZkd28rZVJ1RTAwalZWOWtTbDBnUEtua05jQjVzSkpUZ3Bka0J0bmVIQWo2QXNCSFlxUHpzaFdBVFRTSkZ5TkVmU3cvQk52TkxFN0lnekZZaGVhT0o5SGY3MkxINnZDYVl2aUhmaG5FVjZsVzRCdXJGQ2d4U1d3dStuTVp2TVpkb3BYN0NXSkp5QS9DMQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
内蒙古蒙语卫视,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZhUlZmcHJ2aS9VOFBmck9pUzJ1azZmNnh3VTYrZ3ZhMlZmZEkxYVVDY2VQVE1JallSZ3NiSHlYeE9jeFNjdHVEaGpRMC9mL1g5QndqNWluSjFrWkFCZEZ3bFVuTTh5b3cyRWpXTm5jZ3ppczQrNTY2Z2Z5U3g=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
内蒙古蒙语文化,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEZhUlZmcHJ2aS9VeklWcnVQMWI3R2ZJd3p0WTgrS2lqNUpZdkYzRDNYLzVvYm9DTmIrTnJuNjZyWW5RK0VISS9pU2xQY2t6b0lRMVBIeEFpR1I4dlVOWlpTQ2hMZXFQZlZ5WFBrMjJjRFBRcFZrdGJNblBLYlA=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
农牧频道,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/TWw5YjFQWGx6NEVMdXpMajJMdVFWZGhJNXFrcHAvdHBDN09sTkJiTUNvaGFXeVl3SHpuMzM0OGRLdmVMdEhaTjdPdlFTMnJrN2pGMUhuMXEzei81RUN1dTFuWFkvTFNrRmxhNHR1RVVvT2dINHJXOGtWenhMejdBRlQxTFZYeGZyRksvV3F2OFVjQWxtR3p2eUpFdHJnPT0=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
包头新闻,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/YXpscVVTQW9JbXo1SDd2WFJCSXozdVZiL0FwTDRFc0NKak13RTdOOGIzcEdlYVVocVVvZjBRM2YvVS9TakJKTFhITVFMZHc5bXM4PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
包头新闻,http://iptv.yjxfz.com:80/ShenQiHelper/tv/play/YXpscVVTQW9JbXo1SDd2WFJCSXozdVZiL0FwTDRFc0NKak13RTdOOGIzcEdlYVVocVVvZjBSQk1abVJqQkdmZU1uT010eHRQdHlNPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
